id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19851903,Bijou dans le quartier Villeray,20238240,Josée,,Villeray-Saint-Michel-Parc-Extension,45.5434,-73.63635,Entire home/apt,70,5,0,,,1,0,0,
19856109,2 Bedroom in Downtown Montreal,80046385,Tarini,,Le Plateau-Mont-Royal,45.51127,-73.57132,Entire home/apt,50,10,0,,,1,0,0,
19856437,Beautiful family apartment in Little Italy.,3098137,Kristina,,Rosemont-La Petite-Patrie,45.53266,-73.61554,Entire home/apt,99,4,0,,,1,0,0,
19860780,Maison spacieuse à Montréal,81768700,Philippe,,Ahuntsic-Cartierville,45.5514,-73.65348,Entire home/apt,85,1,42,2020-03-08,0.85,3,0,0,
19861542,Cute and cozy apartment for two,22060416,Mélanie,,Rosemont-La Petite-Patrie,45.54506,-73.58976,Entire home/apt,58,2,6,2018-07-16,0.15,1,0,0,
19869291,Roulotte Boler vintage pour du camping autrement,36714324,David,,Rosemont-La Petite-Patrie,45.55212,-73.57665,Entire home/apt,70,2,1,2017-09-20,0.02,1,0,0,
19872307,AMAZING OASIS 2,71988965,Dylan,,Le Plateau-Mont-Royal,45.51683,-73.57958,Private room,30,5,3,2017-10-16,0.06,6,0,0,
19872383,Logement à Ahuntsic,63965663,Mc,,Ahuntsic-Cartierville,45.5496,-73.64479,Entire home/apt,130,3,1,2017-08-07,0.02,1,0,0,
19874909,Superbe chambre avec balcon privé - Sainte-Marie,6114175,Eleonore,,Ville-Marie,45.52673,-73.55831,Private room,27,2,3,2017-09-04,0.06,1,0,0,
19875958,3-bedroom Villeray Pad: Jean Talon Market,51415486,Ingrid,,Villeray-Saint-Michel-Parc-Extension,45.54069,-73.61577,Entire home/apt,140,4,0,,,1,0,0,
19876624,Chambre avec lit double - Près du Centre-Ville,137332645,Laurent,,Le Sud-Ouest,45.48018,-73.566,Private room,40,6,0,,,2,0,0,
19877715,"3 1/2 lumineux, chaleureux dans Villeray.",118854805,Prisca,,Villeray-Saint-Michel-Parc-Extension,45.54687,-73.61677,Entire home/apt,30,1,1,2017-11-21,0.02,1,0,0,
19884891,L'Escale - Au coeur de Montréal,17033701,Yannick,,Villeray-Saint-Michel-Parc-Extension,45.54018,-73.6244,Entire home/apt,100,2,3,2017-10-09,0.06,1,0,0,
19885825,"Large, ideally located room & terrasse in Plateau",85808433,Emilien,,Le Plateau-Mont-Royal,45.51483,-73.57273,Private room,44,1,3,2017-07-28,0.06,2,0,0,
19886735,Plateau palace,71008411,Reno,,Le Plateau-Mont-Royal,45.53167,-73.57607,Private room,255,1,0,,,1,0,0,
19889099,Appartement Centre-ville / Downtown,113865726,Julien,,Ville-Marie,45.52612,-73.56045,Entire home/apt,78,3,5,2017-08-12,0.10,1,0,0,
19891829,Charming NDG House On Quiet Street,67087295,Karen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46078,-73.64744,Entire home/apt,175,3,52,2020-12-23,1.03,1,11,2,
19893279,Stunning & Upscale 1BR Perfect for Business Travel,66340481,Daniel,,Ville-Marie,45.5114,-73.56233,Entire home/apt,89,30,3,2019-12-29,0.16,19,88,0,
19901938,Cozy room in a classic Mtl apartment 10mn downtown,140921062,Maxime,,Mercier-Hochelaga-Maisonneuve,45.54112,-73.53833,Private room,14,1,5,2017-10-08,0.10,1,0,0,
19902361,Jolie chambre pour votre séjour à Montréal,22047234,Charles,,Rosemont-La Petite-Patrie,45.5385,-73.595,Private room,22,2,64,2019-12-03,1.25,1,0,0,
19904056,Appartement spacieux et plein de charme,140943683,Mélusine,,Mercier-Hochelaga-Maisonneuve,45.54039,-73.54313,Entire home/apt,350,3,1,2017-08-07,0.02,1,0,0,
19904358,Good room,140943945,Ahmed,,Mercier-Hochelaga-Maisonneuve,45.5794,-73.53399,Private room,60,1,3,2017-08-06,0.06,1,0,0,
19906774,Cosy apartment in Ahuntsic,104391321,Mickaele,,Ahuntsic-Cartierville,45.54231,-73.64643,Private room,27,1,9,2017-08-23,0.17,1,0,0,
19906947,"Charming apartment beside river, near downtown!!",81742896,Sjsj,,Le Sud-Ouest,45.47828,-73.5729,Private room,100,11684,2,2017-08-22,0.04,1,0,0,
19907491,Large double room in Plateau Mont-Royal,88701976,Hugo,,Le Plateau-Mont-Royal,45.53091,-73.56703,Private room,50,1,0,,,1,0,0,
19907649,Amazing room in a big apartment,140980098,Hélène,,Villeray-Saint-Michel-Parc-Extension,45.54373,-73.62309,Private room,25,1,5,2017-09-09,0.10,1,0,0,
19910263,Charmant 5 pièces Petite-Patrie,115922672,Patrick,,Rosemont-La Petite-Patrie,45.53116,-73.60279,Entire home/apt,120,30,1,2019-06-09,0.03,1,286,0,
19911685,Appartement idéal pour couple ou famille,4477670,Pandora,,Rosemont-La Petite-Patrie,45.54061,-73.61161,Entire home/apt,120,4,3,2017-12-03,0.06,1,0,0,
19925226,Nice and well-equipped apartment in Saint-Henri,141155013,Selma,,Le Sud-Ouest,45.46759,-73.59476,Entire home/apt,85,7,4,2017-09-11,0.11,1,337,1,
19925346,Hogar Molina,141156822,Isaw Isenia,,Rosemont-La Petite-Patrie,45.55891,-73.59253,Private room,31,1,0,,,1,0,0,
19929899,Cute little house near the water,42700851,Mike,,Dorval,45.4407,-73.76227,Entire home/apt,75,3,1,2017-08-14,0.02,1,0,0,
19930019,Recording Studio Inspired Apartment with Balcony,141202498,Marc,,Le Plateau-Mont-Royal,45.52196,-73.59316,Entire home/apt,125,14,10,2018-06-11,0.27,1,0,1,
19931378,Belle chambre à la jonction du Plateau et Mile-End,3610262,Paul-Marcel & Sonia,,Le Plateau-Mont-Royal,45.52733,-73.59062,Private room,60,2,106,2020-02-02,2.06,2,0,0,
19933433,Beautiful apartment with garden close to downtown,122905553,William,,Verdun,45.46495,-73.57964,Shared room,343,7,1,2017-08-14,0.02,3,365,0,
19936655,"Clean, Huge - Store- minimum 32 days",141276031,Walter,,Ville-Marie,45.50203,-73.58022,Entire home/apt,99,32,65,2020-03-19,1.41,1,65,4,
19940113,Top of Montreal,137189045,Albert,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49759,-73.61718,Entire home/apt,150,3,3,2017-09-04,0.06,1,0,0,
19942797,Studio on the Plateau and near the downtown area,64598664,Florent,,Ville-Marie,45.52652,-73.56412,Entire home/apt,28,4,11,2018-05-30,0.22,1,0,0,
19945527,Modern stylish condo Plateau Mont-Royal / Rosemont,9543270,Juliane,,Rosemont-La Petite-Patrie,45.54058,-73.58672,Entire home/apt,65,3,11,2017-08-13,0.28,1,0,0,
19946112,Cosy and sunny appartment in Plateau Mont Royal.,141360530,François,,Le Plateau-Mont-Royal,45.53857,-73.57469,Entire home/apt,55,1,1,2017-07-28,0.02,1,0,0,
19947667,Downtown Sunny Utopia,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50708,-73.57327,Entire home/apt,1500,1,189,2020-01-19,3.75,31,0,3,
19950512,Bel appartement pour 2 personnes Petite Italie,26020923,Mylène,,Rosemont-La Petite-Patrie,45.53187,-73.6072,Entire home/apt,80,3,10,2019-09-02,0.26,1,0,0,
19950953,Clean and cozy appartment in the lively Plateau,59208334,Jules,,Le Plateau-Mont-Royal,45.52555,-73.57992,Entire home/apt,79,300,0,,,1,90,0,
19951538,Luxurious House-Old Port& Downtown2 Brms 2 parking,24128002,Mariam,,Ville-Marie,45.53112,-73.54448,Entire home/apt,146,2,181,2021-09-20,3.52,1,61,21,
19952340,Sunny white room with balcony,68746814,Annie,,Le Plateau-Mont-Royal,45.52266,-73.57427,Private room,48,2,145,2020-02-19,2.94,9,201,12,
19953862,SPACIOUS APARTMENT DOWNTOWN 538pi2 - GUY CONCORDIA,141447851,Ali,,Ville-Marie,45.49759,-73.58233,Entire home/apt,58,2,160,2021-05-16,3.12,1,0,33,
19960259,"Large, ideally located Room & Terrasse in Plateau",85808433,Emilien,,Le Plateau-Mont-Royal,45.51624,-73.57199,Private room,49,1,1,2017-07-23,0.02,2,0,0,
19962563,3 1/2 de charme tout confort avec petit balcon,141528286,Marie F.,,Mont-Royal,45.5136,-73.64527,Private room,75,3,16,2019-10-27,0.37,1,287,1,
19962990,Lovely room with big yard in Montreal,141531152,Benjamin,,Rosemont-La Petite-Patrie,45.53481,-73.59869,Private room,145,2,0,,,1,0,0,
19964276,Beautiful Four Bedrooms in the Trendy Plateau,141542996,Driss,,Le Plateau-Mont-Royal,45.5364,-73.57303,Entire home/apt,195,2,118,2021-08-21,2.34,1,286,17,
19966085,Conjuguer nature et vie urbaine,130471707,France,,Le Plateau-Mont-Royal,45.53177,-73.58669,Entire home/apt,100,7,0,,,1,0,0,
19967322,Modern apartment Plateau / Lafontaine Park,141574264,Benjamin,,Ville-Marie,45.52966,-73.55943,Entire home/apt,105,3,9,2018-05-21,0.18,1,0,0,
19969925,Private room with original wooden queen bed,68746814,Annie,,Le Plateau-Mont-Royal,45.52266,-73.57427,Private room,41,2,120,2021-10-09,2.37,9,210,25,
19977328,Montreal - Mile End apartment (Great Location),141677546,Claudia,,Le Plateau-Mont-Royal,45.52642,-73.6058,Entire home/apt,150,14,4,2017-08-14,0.08,1,0,0,
19978027,★Instagram featured Historic Old Montreal getaway★,105565544,Jeffrey,,Ville-Marie,45.50335,-73.55751,Entire home/apt,175,30,318,2020-02-19,6.40,1,0,0,
19978035,"Les Colocs (6 1/2, Plateau)",6758893,Zoé,,Le Plateau-Mont-Royal,45.53409,-73.57143,Private room,39,2,10,2017-08-20,0.20,1,0,0,
19978642,Sun-filled 1 BDR apartment in Little Italy,6279547,Sarah,,Rosemont-La Petite-Patrie,45.53099,-73.60608,Entire home/apt,125,2,7,2019-10-14,0.19,2,0,0,
19979029,"One private bedroom, Abed, downtown, river view",141683543,Masi,,Ville-Marie,45.49219,-73.58125,Private room,60,1,31,2019-07-15,0.61,1,76,2,
19979999,Peaceful room in Hochelaga,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.55621,-73.53295,Private room,37,31,8,2018-07-07,0.16,2,110,1,
19981058,Elegant & Modern 2 bed Condo - Griffintown,10512713,A J,,Le Sud-Ouest,45.4958,-73.55723,Entire home/apt,90,31,0,,,2,11,0,
19981060,"Modern, elegant 2 BDR Condo, Excellent Location!",10512713,A J,,Le Plateau-Mont-Royal,45.53034,-73.59302,Entire home/apt,90,31,16,2018-08-18,0.31,2,40,0,
19983302,Large & modern 2 bedroom oasis in Downtown Mtl,66881070,Oxford,,Le Plateau-Mont-Royal,45.51007,-73.57564,Entire home/apt,250,31,2,2021-08-02,1.40,12,280,2,
19983580,"Bright, modern apt in the heart of the Mile-End",140939765,Erik,,Le Plateau-Mont-Royal,45.5237,-73.59495,Entire home/apt,135,6,14,2019-08-11,0.28,1,0,1,
19984394,Urban Oasis,141739357,Joël,,Mercier-Hochelaga-Maisonneuve,45.55572,-73.53555,Entire home/apt,89,2,28,2019-09-22,0.55,1,0,0,
19988642,Location entre 90 jours et 270 jours à Montréal,52211504,Michael,,Ville-Marie,45.5248,-73.54914,Private room,30,90,0,,,1,0,0,
19995068,Beau studio sur plateau,141791914,Mohamed,,Le Plateau-Mont-Royal,45.52926,-73.59086,Entire home/apt,500,21,0,,,1,0,0,
19997531,Downtown Montreal studio,74150005,Emad,,Ville-Marie,45.49381,-73.5796,Entire home/apt,75,1,6,2017-09-04,0.12,1,0,0,
19998858,**SUPERBE APPARTEMENT 4 1/2** au coeur de Montréal,135908538,Constance,,Ville-Marie,45.5227,-73.55851,Entire home/apt,80,2,2,2019-06-01,0.07,1,0,0,
20002750,Chambre tranquille,103117941,Jessica,,Mercier-Hochelaga-Maisonneuve,45.60271,-73.52486,Private room,29,2,3,2017-10-20,0.06,1,0,0,
20004838,High-end apartment in Plateau-Mont-Royal,5837057,Kimia,,Le Plateau-Mont-Royal,45.53031,-73.58589,Entire home/apt,150,3,2,2017-08-11,0.04,1,0,0,
20006605,Confortable modern condo in Heart Montreal,18257531,Matisse,,Villeray-Saint-Michel-Parc-Extension,45.53091,-73.63159,Entire home/apt,120,4,0,,,1,0,0,
20007314,Room in big apartment with terrace,46486615,Gabrielle,,Mercier-Hochelaga-Maisonneuve,45.55612,-73.53082,Private room,30,2,15,2019-07-11,0.33,6,0,0,
20007324,Comfy double bed in apartment w/ Terrace,46486615,Gabrielle,,Mercier-Hochelaga-Maisonneuve,45.55606,-73.53082,Private room,26,5,15,2017-10-09,0.29,6,0,0,
20008976,"Comfy bed, big apartment, terrace",46486615,Gabrielle,,Mercier-Hochelaga-Maisonneuve,45.55612,-73.53082,Private room,27,31,9,2019-12-20,0.29,6,290,0,
20009187,Black and white private room,68746814,Annie,,Le Plateau-Mont-Royal,45.52266,-73.57427,Private room,46,2,111,2021-10-04,2.22,9,241,11,
20009299,"One comfy bed, big apartment, terrace",46486615,Gabrielle,,Mercier-Hochelaga-Maisonneuve,45.55612,-73.53082,Private room,27,31,8,2019-07-18,0.16,6,0,0,
20010454,CONDO | PRIVATE BALCONY | SHORT WALK TO METRO,54153724,Sijia,,Le Plateau-Mont-Royal,45.5297,-73.59222,Entire home/apt,72,5,9,2017-10-09,0.18,1,0,0,
20010506,Grand appartement ensoleillé dans Petite-Patrie!,5679968,Josée-Anne,,Rosemont-La Petite-Patrie,45.54,-73.60364,Entire home/apt,85,5,2,2018-01-07,0.04,1,0,0,
20011228,Comfy room in apartment w/ Terrace,46486615,Gabrielle,,Mercier-Hochelaga-Maisonneuve,45.55612,-73.53082,Private room,27,31,9,2019-03-31,0.25,6,0,0,
20011489,The Pineapple Express,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50903,-73.57336,Entire home/apt,103,1,136,2021-07-17,2.69,31,0,4,
20014645,Appartment - 4 chambers - close to the metro,137332645,Laurent,,Le Sud-Ouest,45.48193,-73.56438,Entire home/apt,80,6,1,2017-08-12,0.02,2,0,0,
20014775,Lovely 2 Bedroom Apartment Close to the Festivals,1603186,Gabriel,,Ville-Marie,45.52613,-73.55986,Entire home/apt,275,2,6,2019-08-06,0.12,1,0,0,
20015423,"Stylish, perfectly located, w/ terrace on a park",129119326,Francis,,Ville-Marie,45.51965,-73.56051,Entire home/apt,150,90,35,2020-08-29,0.84,2,0,1,
20016551,Summer getaway in the heart of Golden Square Mile,68454029,Leonid,,Ville-Marie,45.49986,-73.5815,Entire home/apt,150,1,0,,,1,0,0,
20017310,Bright Little One Bedroom by Parc Jarry,521901,Mischa,,Villeray-Saint-Michel-Parc-Extension,45.53736,-73.6249,Entire home/apt,68,3,4,2017-08-17,0.08,1,0,0,
20023476,"Comfy, well-located two-bedroom (3 mins to metro)",142188817,Pam & Lorcan,,Verdun,45.4698,-73.56744,Entire home/apt,184,1,5,2018-08-05,0.10,1,0,0,
20025799,"One bedroom in Downtown, near Plateau",66881070,Oxford,,Le Plateau-Mont-Royal,45.51007,-73.57564,Entire home/apt,75,30,4,2021-09-10,0.08,12,299,1,
20027796,Nice apartment 2 min walk to metro with backyard,22779530,Jadie,,Le Sud-Ouest,45.48046,-73.5798,Entire home/apt,400,3,0,,,1,0,0,
20028506,Charming Bright Apt Heart of Plateau A/C & Balcony,5304518,Anais,,Le Plateau-Mont-Royal,45.52989,-73.57758,Entire home/apt,97,4,7,2017-08-28,0.14,1,0,0,
20031595,"Bright, Charming, Plateau Apartment",18514110,Klarchen,,Le Plateau-Mont-Royal,45.52794,-73.57763,Entire home/apt,89,2,11,2017-09-24,0.22,1,0,0,
20032776,Charming Apartment in the Plateau,3189946,Justine,,Le Plateau-Mont-Royal,45.52053,-73.56761,Entire home/apt,62,1,10,2018-02-27,0.20,1,0,0,
20034022,Charmant 5 et demi avec cour.,139108255,Geneviève,,Rosemont-La Petite-Patrie,45.53841,-73.59915,Entire home/apt,85,2,5,2017-09-24,0.10,1,0,0,
20044766,Beautiful Condo METRO JARRY,108017737,Tania,,Villeray-Saint-Michel-Parc-Extension,45.54422,-73.62434,Entire home/apt,75,2,7,2018-04-22,0.17,1,0,0,
20046378,Westmount Apartment,6179898,Laurence,,Westmount,45.47979,-73.60247,Entire home/apt,300,1,2,2017-08-13,0.04,1,0,0,
20048023,"Sunny, Perfectly Located Home in Mile End",51960458,Jennifer,,Le Plateau-Mont-Royal,45.52198,-73.58946,Entire home/apt,450,2,8,2019-09-22,0.16,3,0,0,
20048519,"Bright and Spacious Condo in Saint-Henri, Montreal",56285128,Sukanya,,Le Sud-Ouest,45.48177,-73.58631,Entire home/apt,150,2,3,2017-08-21,0.06,1,0,0,
20048606,Perfectly located boulevard Saint-Laurent,142429281,Julien,,Le Plateau-Mont-Royal,45.5187,-73.58023,Private room,50,2,4,2017-08-06,0.08,1,0,0,
20048659,Bright and lovely artist apartment in HoMA,36268518,Zoé,,Mercier-Hochelaga-Maisonneuve,45.54281,-73.54304,Entire home/apt,59,2,1,2017-08-02,0.02,1,0,0,
20049849,Linton 4,89098085,Maryse,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49882,-73.63203,Entire home/apt,161,2,77,2021-09-26,1.82,3,325,9,
20050561,Magnifique chambre à louer au coeur du Plateau,142444025,Vanessa,,Le Plateau-Mont-Royal,45.53096,-73.57851,Private room,35,7,0,,,1,0,0,
20052516,Cozy room with king size bed and a hammock.,36230541,Jean-Charles,,Ville-Marie,45.52103,-73.55581,Private room,60,1,8,2017-08-27,0.20,1,0,0,
20053907,Beaubien / BelleChasse - Métro Beaubien,142485589,Marc,,Rosemont-La Petite-Patrie,45.53775,-73.59949,Entire home/apt,350,1,3,2017-08-02,0.06,2,0,0,
20054515,Chambre privée sur le Plateau Mont-Royal,32722894,Vanessa,,Le Plateau-Mont-Royal,45.53727,-73.57003,Private room,30,1,5,2017-08-21,0.10,1,0,0,
20056139,Le confort et le luxe au coeur du Plateau,4085683,David,,Le Plateau-Mont-Royal,45.53026,-73.58504,Entire home/apt,214,2,2,2017-08-14,0.04,1,0,0,
20056641,Hochelaga: Room to rent in a beautiful condo,142517035,Berley,,Mercier-Hochelaga-Maisonneuve,45.5582,-73.53502,Private room,65,2,0,,,1,355,0,
20056837,Modern & stylish entire apartment in Hochelaga,48077464,Djene,,Mercier-Hochelaga-Maisonneuve,45.55389,-73.52994,Entire home/apt,41,1,2,2018-11-13,0.04,1,0,0,
20057096,À Proximité du Centre moderne et spacieux 4 pièces,63910923,Elaine,,Outremont,45.51777,-73.62214,Entire home/apt,75,12,0,,,1,0,0,
20057180,Chambre double  á louer,136694945,Adil,,Saint-Laurent,45.51075,-73.6759,Private room,44,1,64,2019-10-22,1.33,1,0,0,
20057500,Open concept in the heart of downtown Montreal,125900921,Franck,,Ville-Marie,45.50987,-73.5619,Entire home/apt,146,2,145,2021-09-22,3.07,1,148,10,
20057534,Cozy room in great apartment near Beaudry station,31301594,Marie-Charlotte,,Ville-Marie,45.51892,-73.55481,Private room,40,14,1,2017-09-05,0.02,1,0,0,
20069765,*** Hidden Gem in the ❤️ of the Mile-End ***,68881450,Omar,,Le Plateau-Mont-Royal,45.52667,-73.60493,Entire home/apt,80,1,55,2018-08-14,1.08,5,0,0,
20074468,Large apartment,13233957,Jade,,Mercier-Hochelaga-Maisonneuve,45.54647,-73.55179,Private room,64,1,2,2017-08-01,0.04,1,0,0,
20075081,Shared studio in front of park La fontaine,30120403,Rafael,,Le Plateau-Mont-Royal,45.52622,-73.57228,Shared room,13,1,1,2017-12-04,0.02,2,0,0,
20075870,Bright bedroom with AC in charming Mile End flat,10229870,Gabrielle,,Le Plateau-Mont-Royal,45.52292,-73.60058,Private room,147,2,1,2017-07-30,0.02,1,0,0,
20076076,Entire apartment in the dreamy Mile-end!,78168791,Dana,,Le Plateau-Mont-Royal,45.52287,-73.60314,Entire home/apt,85,2,149,2021-09-30,3.03,1,18,14,
20086466,Luxury 2 bdrm apartment with balcony in downtown,132528852,Yuling,,Ville-Marie,45.49031,-73.5772,Entire home/apt,119,28,82,2019-07-08,1.61,1,101,0,
20090581,Cozy bedroom in the heart of Montreal - Berri UQAM,26731868,Emilie,,Ville-Marie,45.51895,-73.56348,Private room,36,1,38,2018-06-11,0.76,1,0,0,
20095771,Unique & Charming 3BR loft - heart of old Montreal,138835642,Al,,Ville-Marie,45.5076,-73.55381,Entire home/apt,558,2,66,2021-08-14,1.37,2,282,8,
20097031,Nice appartement in downtown Montréal,18724580,喆,,Ville-Marie,45.49446,-73.58085,Entire home/apt,50,2,7,2017-09-04,0.14,2,0,0,
20118998,dépôt,20626730,Joe,,Rosemont-La Petite-Patrie,45.55054,-73.5948,Private room,100,2,3,2017-08-11,0.08,1,365,0,
20119420,BEST LOCATION FOR TOURIST DOWNTOWN MTL,123321739,Tia,,Le Plateau-Mont-Royal,45.51654,-73.59062,Entire home/apt,65,2,4,2017-08-02,0.08,2,0,0,
20122504,Appartement luxueux près des services!,21939204,Marie-Eve,,Verdun,45.46108,-73.56469,Entire home/apt,250,4,3,2017-09-30,0.06,1,1,0,
20122505,"Clean and spacious apartment, Verdun metro station",141755088,Olga,,Verdun,45.45072,-73.57309,Entire home/apt,52,32,39,2020-07-30,1.15,1,148,2,
20124473,Charming private apartment on Parc Lafontaine,41270538,Michele,,Le Plateau-Mont-Royal,45.52409,-73.57482,Entire home/apt,195,2,1,2017-08-13,0.02,3,0,0,
20124933,Industrial-Chic Loft Living in Old Montreal,7685881,Patrick,,Ville-Marie,45.50132,-73.55706,Entire home/apt,250,3,93,2021-09-13,1.86,4,14,23,
20125492,"Amazing view, modern, cosy condo with balcony!!",28246823,Alicia,,Le Plateau-Mont-Royal,45.51983,-73.56637,Entire home/apt,120,4,7,2019-07-09,0.17,1,0,0,
20126089,Lovely loft in the heart of old Montreal,11206990,Sam,,Ville-Marie,45.50808,-73.55348,Entire home/apt,147,2,142,2021-09-24,3.00,10,170,1,
20126345,A beautiful private room!,143079867,Ozzy,,Rosemont-La Petite-Patrie,45.5428,-73.59651,Private room,28,2,2,2017-08-06,0.04,2,0,0,
20126979,Cozy bedroom in heart of Mont-Royal area,143088336,"Romain,Sam Et Christophe",,Le Plateau-Mont-Royal,45.51995,-73.57149,Private room,55,2,18,2020-02-16,0.35,1,335,0,
20133060,chambre privée à louer dans la petite patrie.,143158033,Laurence,,Rosemont-La Petite-Patrie,45.54375,-73.60816,Entire home/apt,75,2,13,2017-10-09,0.26,1,0,0,
20133493,2 room apartment in the heart of Jean talon market,48198240,Adriano,,Rosemont-La Petite-Patrie,45.53632,-73.6148,Entire home/apt,85,5,3,2017-11-19,0.06,2,0,0,
20133698,BEST LOCATION FOR TOURIST MTL,123321739,Tia,,Outremont,45.51638,-73.592,Entire home/apt,67,2,0,,,2,0,0,
20134552,Nice and cozy Downtown apartment!,33150237,Yoann,,Ville-Marie,45.52113,-73.56379,Entire home/apt,85,2,2,2017-09-10,0.04,1,0,0,
20134628,Cosy apartment in Saint-Henri,5046119,Elise,,Le Sud-Ouest,45.47579,-73.58346,Entire home/apt,144,1,12,2019-09-02,0.25,1,0,0,
20134689,Stunning Townhouse in the Heart of the Plateau,143176028,Jonathan,,Le Plateau-Mont-Royal,45.5231,-73.57727,Entire home/apt,269,3,6,2019-05-06,0.15,1,0,0,
20134817,Cosy and bright appt in  the heart of the Plateau,81164731,Meriam,,Le Plateau-Mont-Royal,45.5196,-73.58698,Entire home/apt,106,2,17,2019-08-25,0.35,1,11,0,
20135359,Chambre dans bel appartement du plateau Mont Royal,27861043,Clément,,Le Plateau-Mont-Royal,45.53199,-73.58256,Private room,35,6,1,2017-09-03,0.02,1,0,0,
20135370,Hotel ZOZO 1,134609468,W,,Mercier-Hochelaga-Maisonneuve,45.54376,-73.54045,Entire home/apt,137,3,90,2021-08-14,1.76,3,305,17,
20137764,Chaleureux appartement avec cour privée,14757603,Yohana,,Rosemont-La Petite-Patrie,45.53996,-73.59779,Entire home/apt,60,1,3,2017-08-28,0.06,1,0,0,
20149773,A large bright room,79521344,Morgan,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50205,-73.6205,Private room,40,1,5,2017-08-08,0.10,2,0,0,
20150541,Entire place near Olympic Stadium,44141682,Thierry,,Mercier-Hochelaga-Maisonneuve,45.54995,-73.53548,Entire home/apt,48,2,3,2017-08-20,0.06,1,0,0,
20153204,Cozy apt in century-old house Centre-Ville/Village,2885271,Maxime,,Ville-Marie,45.51913,-73.55883,Entire home/apt,84,2,137,2019-12-28,2.84,1,0,0,
20153447,Rustic Industrial Loft in Historical Building,7685881,Patrick,,Ville-Marie,45.49976,-73.5571,Entire home/apt,200,3,74,2019-12-28,1.78,4,101,7,
20153967,"Immense chambre sur Saint-André, dans le Plateau!",143389396,Charles-Alexis,,Le Plateau-Mont-Royal,45.52306,-73.57114,Private room,28,2,5,2017-08-24,0.10,1,0,0,
20154673,PRIVATE ROOM WITH SINGLE BED,29406725,Mathieu,,Le Plateau-Mont-Royal,45.51607,-73.57992,Private room,25,1,2,2017-08-08,0.04,1,0,0,
20154702,Cozy apartment Plateau Mont-Royal !,143408150,Thien,,Le Plateau-Mont-Royal,45.5302,-73.56626,Entire home/apt,100,2,21,2017-08-13,0.42,1,0,0,
20162200,Studio Laurence  Downtown near Sherbrooke Metro,10269389,Al And Liane,,Le Plateau-Mont-Royal,45.51599,-73.57333,Entire home/apt,120,3,49,2021-08-28,0.99,2,173,7,
20164905,Beautiful 1 bedroom in the heart of Montreal,66881070,Oxford,,Le Plateau-Mont-Royal,45.51007,-73.57564,Entire home/apt,90,31,4,2020-06-01,0.15,12,347,0,
20171882,Nice studio in Montreal,26577358,Valentina,,Saint-Laurent,45.50908,-73.69593,Entire home/apt,49,1,8,2017-09-24,0.16,1,0,0,
20172538,Upscale condo on St Hubert & Jarry,55205653,M Gil,,Villeray-Saint-Michel-Parc-Extension,45.54459,-73.62523,Entire home/apt,98,180,3,2017-08-21,0.06,1,0,0,
20174258,Classic Montreal Atelier,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50921,-73.57413,Entire home/apt,500,1,103,2021-08-24,2.15,31,0,7,
20174990,"Gorgeous plateau home, adjacent to cute parc",6920696,Taoufike,,Le Plateau-Mont-Royal,45.53872,-73.58087,Entire home/apt,89,2,8,2017-10-10,0.17,2,0,0,
20175211,Luxury Condo In the heart of Old Montreal,143612288,Armen,,Ville-Marie,45.50527,-73.55391,Entire home/apt,186,2,85,2019-10-06,1.68,1,0,0,
20175701,3 bedroom apartment downtown Montreal,128541728,Daniel,,Le Plateau-Mont-Royal,45.50863,-73.57493,Entire home/apt,700,2,0,,,1,0,0,
20176192,Château Esplanade Downstairs Room,134238653,Matt,,Le Plateau-Mont-Royal,45.51887,-73.58745,Private room,75,1,1,2017-08-05,0.02,1,0,0,
20176362,Downtown 2 Bedroom Apartment - Big and renovated,77825361,Josue,,Ville-Marie,45.50077,-73.5798,Entire home/apt,72,2,4,2018-07-30,0.08,1,0,0,
20181576,Spacious room in Downtown apartment!,143678624,Elisa,,Ville-Marie,45.51065,-73.56869,Private room,40,2,0,,,1,0,0,
20182797,Private bedroom in a Verdun cozy apartment,37996379,Emilie,,Verdun,45.45807,-73.57283,Private room,35,2,8,2017-08-17,0.16,1,0,0,
20183484,"You'll love it, sunny, bright and clean!",53590503,Julien,,Le Sud-Ouest,45.47502,-73.56246,Entire home/apt,45,1,4,2018-02-11,0.08,1,0,0,
20184699,"Appartement plateau mont royal, rue Bullion",7155598,Theo,,Le Plateau-Mont-Royal,45.51797,-73.57781,Private room,50,1,5,2017-08-14,0.10,1,0,0,
20185377,Montreal quiet apartment close to downtown.,143531286,Ksenia,,Verdun,45.46351,-73.54973,Entire home/apt,139,14,10,2019-12-31,0.23,1,191,0,
