id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,152,2,333,2020-03-15,2.82,2,323,4,
29061,Maison historique - Quartier Latin,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,286,3,82,2021-09-06,0.71,2,249,14,
31847,Downtown/Airport room,2319,Gail,,Le Sud-Ouest,45.48467,-73.57995,Private room,40,2,157,2019-10-02,1.37,3,255,4,
34715,Chez Patrac ! Métro Beaubien,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,140,4,4,2011-09-12,0.03,1,214,0,261 026
36301,Romantic & peaceful Plateau  loft,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,130,31,42,2021-08-31,0.71,7,118,3,
38118,Beautiful room  with a balcony in front of a parc,163569,M.,,Ville-Marie,45.52699,-73.5584,Private room,50,10,14,2019-09-15,0.14,3,342,0,
46626,Beautiful! Charming! Spacious! Rooms!,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,63,3,22,2018-06-11,0.55,2,361,2,305995
50479,L'Arcade Douce (CITQ #271530),231694,Noémie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,75,3,154,2019-11-30,1.29,1,13,29,271530
60268,Furnished bedroom and private bath-newly renovated,283339,Kimberley,,Dorval,45.4423,-73.76444,Private room,53,1,80,2020-03-14,1.27,1,347,0,
66247,Large Loft in Historic Old Montreal,318040,Seb,,Ville-Marie,45.50584,-73.55602,Entire home/apt,148,5,281,2021-10-01,3.29,6,40,17,
67514,Double Bed in Room with Skylight,333083,Dan,,Montréal-Ouest,45.45372,-73.6506,Private room,150,3,0,,,1,0,0,
70801,"Large, sunny house near Old MTL",294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,250,3,24,2018-10-14,0.20,1,223,1,
73171,Romantic garden studio in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,31,83,2018-08-23,0.75,7,279,6,
75092,Family home with great backyard !,389705,Dan & Chris,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46607,-73.62549,Entire home/apt,185,9,9,2015-07-12,0.14,1,0,0,
85267,Country feeling loft in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,120,31,26,2019-08-17,1.00,7,289,3,
98825,Nice apartment in Little-Italy,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53933,-73.61902,Entire home/apt,99,90,61,2018-08-31,0.71,5,43,0,
99859,Plateau Charm,525486,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,182,3,29,2018-08-06,0.27,1,350,0,
107860,Room with Single Bed,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,18,90,143,2018-07-22,1.31,1,269,0,
135275,"Charming aparthotel, little Italie",520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,99,32,72,2019-05-10,0.58,5,43,0,
142722,Charming studio in Plateau heart,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,100,31,119,2021-04-10,1.27,7,130,2,
160639,Cosy Studio apartment,38398,Omar,,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2016-09-04,0.70,1,358,0,
161827,Hogan 60 -Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.53882,-73.56102,Entire home/apt,71,31,12,2019-07-11,0.46,9,256,0,
164087,Functional studio (Secret Studio) - Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.52954,-73.57813,Entire home/apt,79,1,558,2020-03-09,4.93,45,55,47,
165108,The Cocooning in the heart of Rosemont,787391,Karine,,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,90,31,31,2020-01-01,0.26,3,121,2,
168331,Family apt (La Famille) - Plateau Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.52936,-73.5787,Entire home/apt,154,3,517,2019-12-28,4.34,45,0,0,
171627,MINI LOUNGE LOFT,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Private room,55,365,1,2011-08-11,0.01,3,364,0,
172492,"Plateau Mont-Royal  9 beds/12persons, AC",823036,Diane,,Le Plateau-Mont-Royal,45.51551,-73.57166,Entire home/apt,513,3,242,2020-03-15,2.14,5,3,0,
180947,"Loft at Unity 1, Downtown - 423",387422,Simplissimmo,,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,1,4,2014-08-05,0.04,38,353,0,
182142,6 1/2- COSY - GARDEN & ELECTRIC CAR,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,245,31,0,,,3,220,0,
183306,06- Furnished apartment all inclusive,753212,Georges,,Le Plateau-Mont-Royal,45.53813,-73.56195,Entire home/apt,57,31,20,2011-08-01,0.49,9,34,14,
190003,Large sunny room HEARTH of plateau,640693,Marco,,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0,
191567,Cozy and beautiful room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.48062,-73.58676,Private room,45,1,23,2014-09-28,0.21,2,289,0,
196007,Apt top furnished - close downtown,953618,Yves,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48,-73.6299,Entire home/apt,130,7,62,2016-09-08,0.51,1,0,0,
200322,Big double room,163569,M.,,Ville-Marie,45.52735,-73.55765,Private room,100,10,0,,,3,317,0,
206647,Le Montreal - Charming apartment (Atwater market),1016614,Home In Montreal,,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,18,2016-03-31,0.16,12,287,0,
208337,"Large apartment, terrace and garden",1025518,Christian,,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,150,20,22,2019-05-28,0.21,2,286,0,
211602,Beautiful sun-filled Studio,407029,Hans,,Baie-d'Urfé,45.41282,-73.90712,Entire home/apt,93,2,165,2019-07-14,1.94,1,12,6,
218773,"7 beds, LARGE 3BR HOME NEAR METRO,HEC,DOWNTOWN,JGH",966575,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49799,-73.63453,Entire home/apt,275,30,78,2019-07-21,0.68,7,305,4,
220624,Petit confortable hôtel au centre-ville Montréal,1143998,Adriana,,Ville-Marie,45.51573,-73.56219,Private room,100,2,22,2020-03-16,0.68,9,0,0,
228313,Cozy Private Flat,1191047,Caroline,,Rosemont-La Petite-Patrie,45.53951,-73.59968,Entire home/apt,65,3,1,2012-08-26,0.01,1,0,0,
231472,Charmant appartement équipé,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,32,22,2020-03-31,0.19,5,43,0,
234198,Lovely studio in little garden,381468,Sylvie,,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,96,3,48,2015-05-30,0.43,7,295,3,
237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,81,30,38,2016-05-14,0.34,1,148,7,
239693,Cozy loft little Italy !!!,555545,Leticia,,Rosemont-La Petite-Patrie,45.5345,-73.6144,Entire home/apt,60,25,70,2019-07-05,0.59,1,0,0,
241212,"Le Laurier, exquisite loft",787391,Karine,,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,160,31,15,2018-01-03,0.37,3,74,0,
248086,Vintage Plateau 2.5 all inclusive,1300334,Dan,,Le Plateau-Mont-Royal,45.53237,-73.57558,Entire home/apt,40,31,24,2017-08-24,0.24,4,46,1,
248088,"Covered Terrace Plateau, 4 bedrooms, 2 balconies",1300334,Dan,,Le Plateau-Mont-Royal,45.53192,-73.57475,Entire home/apt,100,240,3,2021-05-01,0.05,4,74,1,
254268,Gorgeous downtown condo getaway,1335666,Ulka,,Le Sud-Ouest,45.48956,-73.57042,Entire home/apt,119,3,9,2012-09-23,0.08,1,227,0,
255504,"Bright,Mont-Royal metro steps away",1342804,Andreas And Isabella,,Le Plateau-Mont-Royal,45.52456,-73.5833,Entire home/apt,195,28,92,2018-07-15,0.78,1,105,0,
256043,Plateau Mont-Royal Apt. - Unique Opportunity,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,32,34,2020-09-15,0.44,1,364,1,
260661,Little Italy : the paradise !!!!,1367625,Monik,,Rosemont-La Petite-Patrie,45.53338,-73.60833,Entire home/apt,160,3,208,2020-01-07,1.90,1,73,0,
262688,Le Tierra - Private Parking & Huge Backyard,1016614,Home In Montreal,,Le Sud-Ouest,45.48177,-73.55727,Entire home/apt,75,2,159,2021-09-01,1.60,12,11,23,
267591,Nice & Sunny Condo in HoMa,1403248,Evelyne,,Mercier-Hochelaga-Maisonneuve,45.54636,-73.54222,Entire home/apt,90,15,26,2018-09-27,0.35,1,347,0,
269160,"Sunny, stylish and good vibes",1359551,Anne,,Rosemont-La Petite-Patrie,45.55156,-73.58728,Entire home/apt,130,14,13,2018-07-02,0.25,1,156,0,
270668,Modern & Cozy Condo Heart of Plateau,1416815,Charles & Chantal,,Le Plateau-Mont-Royal,45.51941,-73.57907,Entire home/apt,100,2,96,2020-02-23,0.87,1,0,2,
285349,original Montreal style,787391,Karine,,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,150,31,9,2021-10-10,0.23,3,75,2,
286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,140,31,11,2014-08-19,0.10,2,317,0,
298059,Superb cottage Mile-End Plateau !,1536474,Helene,,Le Plateau-Mont-Royal,45.52665,-73.6073,Entire home/apt,180,30,52,2014-10-05,0.45,1,317,0,
309367,Charming and Clean ! 5 min Métro,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55169,-73.60007,Entire home/apt,64,180,22,2015-07-27,0.20,3,0,0,
319695,Mile-End loft w/bagels & wifi!,370793,Aleece,,Le Plateau-Mont-Royal,45.52459,-73.59616,Entire home/apt,95,30,35,2013-07-21,0.35,1,301,3,
331764,Loft sur le Plateau avec terrasse,1676310,Julien,,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,45,30,61,2017-09-02,0.55,1,286,1,
344508,Convenient location and comfortable,839115,Nazzarena,,LaSalle,45.4416,-73.62942,Private room,33,30,6,2012-10-10,0.05,1,0,0,
351671,Plateau cozy studio with balcony,381468,Sylvie,,Le Plateau-Mont-Royal,45.52979,-73.58235,Entire home/apt,119,31,72,2021-08-01,0.80,7,152,6,
353210,Small room in a wonderful house,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.55646,-73.53311,Private room,32,31,24,2014-11-23,0.23,2,167,2,
364710,"Bel Appart  Loft Meublé, Plateau",1145010,Ian,,Le Plateau-Mont-Royal,45.52055,-73.56701,Entire home/apt,150,30,10,2018-03-31,0.25,2,0,0,
366300,Beautiful LOFT in the Plateau MTL,1849455,Jackie,,Le Plateau-Mont-Royal,45.51783,-73.58198,Entire home/apt,220,365,15,2017-07-04,0.13,1,364,0,
380222,Like home in NDG! Monthly rental,1908104,Josée,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46567,-73.61991,Entire home/apt,87,30,5,2017-06-03,0.04,1,92,0,
387052,"Classic Plateau, ideal location, all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.53103,-73.57404,Entire home/apt,40,240,25,2017-08-05,0.24,4,143,0,
397489,Montreal downtown condo.,1980685,Chad,,Le Sud-Ouest,45.4888,-73.57092,Entire home/apt,119,31,25,2020-05-30,0.33,2,197,2,
411826,Two story condo in the Plateau,2049921,Vlad,,Le Plateau-Mont-Royal,45.53484,-73.5841,Entire home/apt,140,2,0,,,1,0,0,
416010,Apt central et lumineux - poss loc long terme (4),702508,Andréane,,Rosemont-La Petite-Patrie,45.5519,-73.57544,Entire home/apt,45,30,33,2017-07-16,0.29,2,166,1,
418104,Charming studio in old-Rosemont,2077991,Janique And Frederic,,Rosemont-La Petite-Patrie,45.54702,-73.57514,Entire home/apt,75,32,388,2019-10-03,3.40,1,203,2,
426532,Le Bruxelles - CHIC apt near metro: parking &patio,1016614,Home In Montreal,,Verdun,45.46853,-73.57173,Entire home/apt,112,90,11,2018-09-30,0.19,12,184,0,
444386,BEAUTY LOFT PLATO NEW  FLAT TV,2207459,Julie Jeanne,,Le Plateau-Mont-Royal,45.52177,-73.57444,Entire home/apt,49,30,132,2016-01-16,1.19,1,196,0,
446991,Fantastik place-3Bdrs-Garden/Métro,1562348,Virginie,,Rosemont-La Petite-Patrie,45.54984,-73.59965,Entire home/apt,137,5,6,2017-07-06,0.07,3,0,0,
453936,"Luminous LOFT, Calm and Spacious",1904354,Serge,,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,113,3,274,2020-02-17,2.44,1,269,12,
462744,Mtl's largest and best apartment,2118218,Franklin,,Ville-Marie,45.49636,-73.58245,Entire home/apt,469,2,76,2016-04-27,0.70,2,365,1,
481023,Loft-like Apartment & Rooftop Views,1149654,Jessica,,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2014-12-01,0.17,2,22,0,
485277,Gite du Dépanneur Café #2 CITQ 296708,2402131,Benoit,,Le Plateau-Mont-Royal,45.52434,-73.60528,Private room,70,1,170,2019-10-01,1.53,6,169,1,
495117,L’adresse Botanique Studio,2203058,Jean-Pierre,,Mercier-Hochelaga-Maisonneuve,45.5528,-73.55366,Entire home/apt,130,2,6,2019-09-09,0.20,5,0,0,
498830,Le  Plateau Mont -Royal,2462156,Annie,,Le Plateau-Mont-Royal,45.52384,-73.58607,Entire home/apt,85,3,268,2020-09-06,2.61,1,121,0,
499726,Superb loft / perfect location,2466247,Richard,,Rosemont-La Petite-Patrie,45.53626,-73.60295,Entire home/apt,165,30,6,2013-05-28,0.06,1,263,2,
500701,Amazing loft in Montreal downtown,2470535,Valerie,,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,385,2,246,2021-09-28,2.63,1,325,11,
511509,Prime Location in Old Montreal - 2 floors,2519666,Andrew,,Ville-Marie,45.50922,-73.5519,Entire home/apt,90,2,179,2021-09-28,1.80,1,305,20,
516497,Nice 3 1/2 apt in Montreal!,2542820,Geneviève,,Rosemont-La Petite-Patrie,45.54745,-73.57901,Entire home/apt,50,30,11,2013-09-05,0.11,1,0,0,
519896,Chambre au coeur de Montréal !!,2558754,Annie,,Rosemont-La Petite-Patrie,45.53178,-73.60604,Private room,53,1,60,2019-01-02,0.54,2,344,3,
521395,Montreal Village Downtown Quebec,2520266,Frederic,,Ville-Marie,45.52091,-73.55656,Entire home/apt,3112,2,13,2014-06-26,0.13,2,365,0,
526401,Spacious bright loft in the Plateau,915999,Tammy,,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-07,1.38,1,365,0,
527010,"Petite Patrie, idéal couple ou personne seule.",2567586,Annie,,Rosemont-La Petite-Patrie,45.54101,-73.60008,Private room,38,90,0,,,1,0,0,
527449,"Cosy and private place, Mile End",2591217,Philippe,,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,78,32,33,2021-09-20,0.35,1,188,2,
528291,1.Room from 1 months to one year!,2527367,Taby,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49428,-73.61123,Private room,45,90,5,2018-06-09,0.09,1,271,0,
542160,Charming condo Plateau Mont-Royal,2666170,Alex,,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,75,31,181,2021-02-01,2.01,2,265,1,
543823,Nice large bedroom in Outremont,2673521,Rémi,,Outremont,45.52212,-73.61251,Private room,99,8,11,2012-12-04,0.10,2,363,0,
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,75,30,116,2018-07-08,1.05,2,158,2,
559059,An Oasis in the Mile End,2484196,Katherine,,Le Plateau-Mont-Royal,45.52482,-73.59843,Entire home/apt,250,3,23,2019-07-28,0.52,2,0,0,
562291,"Traditional Plateau Home, 2 bedrooms all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.53111,-73.57547,Entire home/apt,60,90,21,2018-07-02,0.19,4,135,0,
564098,Bright loft on the Plateau +terrace,2542265,Marilou,,Le Plateau-Mont-Royal,45.53826,-73.5707,Entire home/apt,50,30,8,2017-07-31,0.07,1,121,0,
565545,CASA - BLANCA : PEACE & QUIET,2124794,Aniss,,Mercier-Hochelaga-Maisonneuve,45.5506,-73.5443,Entire home/apt,55,31,37,2018-09-20,0.34,1,307,0,
573924,Le New-York : CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,,Verdun,45.46716,-73.57171,Entire home/apt,99,90,9,2013-07-17,0.12,12,106,0,
579342,Spacious apartment. European charm,2673521,Rémi,,Outremont,45.51698,-73.60742,Entire home/apt,100,3,67,2018-01-01,0.63,2,0,0,
583029,#1 Room in ancestral house near waterfront,2872156,Eve Caroline,,Lachine,45.43393,-73.68545,Private room,49,1,50,2018-02-25,0.45,1,0,0,
583162,BnB Dépanneur Café,2402131,Benoit,,Le Plateau-Mont-Royal,45.52556,-73.60396,Private room,72,1,205,2019-09-13,1.84,6,166,0,
584985,Grande chambre dans appartement lumineux,2883070,Yann,,Rosemont-La Petite-Patrie,45.53443,-73.60219,Private room,29,30,13,2019-06-26,0.41,2,0,1,
589770,Montreal at the heart of City-Marie,2909959,Christophe,,Ville-Marie,45.51757,-73.55598,Entire home/apt,116,2,60,2020-02-17,0.79,2,13,0,
598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,2713204,Jean-Philippe,,Rosemont-La Petite-Patrie,45.53491,-73.60668,Entire home/apt,150,30,48,2018-06-10,0.63,3,159,0,
598277,Little Italy/Mile-Ex HUGE ART LOFT,2958195,Laef,,Villeray-Saint-Michel-Parc-Extension,45.53429,-73.62026,Entire home/apt,134,3,127,2020-03-14,1.47,2,116,2,
598378,"Townhouse to rent for families, etc",2510273,Jane,,Le Sud-Ouest,45.48317,-73.57434,Entire home/apt,125,32,16,2014-08-18,0.16,3,158,0,
604018,Montreal split level large  house,2874106,Emile,,Côte-Saint-Luc,45.45761,-73.6689,Private room,162,4,0,,,1,0,0,
609711,Le Laurier Cottage: 2 Story House with Backyard + Breakfast on Demand,1016614,Home In Montreal,,Le Plateau-Mont-Royal,45.53442,-73.58511,Entire home/apt,202,2,162,2021-08-29,1.50,12,9,5,
616408,Unique & huge 3 bdr ap on top floor,3055081,Nath,,Le Plateau-Mont-Royal,45.5285,-73.58559,Entire home/apt,411,30,19,2018-12-08,0.28,1,347,0,
616760,lovely apt. at Parc Laurier,3055612,Lise,,Le Plateau-Mont-Royal,45.52976,-73.58744,Entire home/apt,85,2,49,2019-09-03,0.56,1,110,0,
619850,Apartment on the Plateau,3071673,Carole,,Le Plateau-Mont-Royal,45.53172,-73.57876,Entire home/apt,60,4,98,2016-10-02,0.88,1,14,1,
624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,186,31,5,2014-10-30,0.40,1,286,0,
635179,Backyard house short or long term,3154502,Liette-Kyny,,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,105,32,9,2021-02-28,0.12,2,286,2,
636982,ROOM IN LOVELY AREA (ROSEMONT),3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,1,3,2014-08-05,0.03,1,334,0,
637533,Charming Downtown Montreal,2909959,Christophe,,Ville-Marie,45.51758,-73.55601,Entire home/apt,164,2,89,2021-10-09,2.03,2,266,23,
644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,93,1,595,2021-09-22,5.36,2,173,70,Numéro établissement CITQ : 263966
646363,City apartment fully equipped,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,25,2020-01-31,0.28,2,308,3,
648178,Montreal Small room Downtown close to airport,2319,Gail,,Le Sud-Ouest,45.48469,-73.57997,Private room,43,1,115,2021-09-18,1.31,3,332,15,
654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,32,8,2016-05-21,0.17,4,65,1,
655404,Spacious loft in NDG neighborhood,3299104,Franca,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47186,-73.60775,Entire home/apt,40,120,10,2016-06-30,0.12,31,97,0,
662501,Luxurious Plateau Apartment,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,85,31,21,2017-11-30,0.20,5,311,1,
665574,Near Downtown. Next door subway,3239321,,,Verdun,45.45866,-73.57258,Entire home/apt,90,4,2,2012-09-04,0.03,1,351,0,
669043,grande maison dans la Petite Italie,3387016,André-Line,,Rosemont-La Petite-Patrie,45.53437,-73.61363,Entire home/apt,125,32,2,2018-09-17,0.04,1,18,0,
670874,Great apartment in Ghetto Mc Gill,3399650,Patrick,,Le Plateau-Mont-Royal,45.50844,-73.57838,Entire home/apt,200,31,7,2020-10-29,0.09,1,153,1,
671664,Plateau Mont-Royal-En face du parc Lafontaine,3405040,Ann,,Le Plateau-Mont-Royal,45.52393,-73.57148,Entire home/apt,150,5,23,2019-08-22,0.23,1,0,0,
674339,ANNUEL-HOMA 1500 p2 (140m2) + deck,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,,,1,365,0,
678502,Great house in the Mile End-Plateau,3405460,Sakina,,Le Plateau-Mont-Royal,45.52137,-73.59811,Entire home/apt,250,7,0,,,1,43,0,
682063,Beautiful and cozy room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.47939,-73.58701,Private room,37,1,23,2017-08-07,0.38,2,299,0,
694291,"CALM, HOMEY PLATEAU DELIGHT - SUMMER SPECIAL",1278111,Shelley,,Le Plateau-Mont-Royal,45.52074,-73.57536,Entire home/apt,89,1,26,2019-09-01,0.26,1,0,1,
695912,Beautiful century old Town House,1277793,Jean-Marc,,Le Sud-Ouest,45.48078,-73.55489,Entire home/apt,150,6,3,2013-09-05,0.12,1,294,0,
697025,Cozy and Quaint with Country Charm,2371100,Brandee,,Le Plateau-Mont-Royal,45.52283,-73.57179,Entire home/apt,131,2,27,2013-06-01,0.26,1,0,0,
697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,30,8,2019-06-30,0.22,1,51,0,
698225,charming apartment montreal,3578597,Charlotte,,Outremont,45.51685,-73.61751,Entire home/apt,124,4,6,2018-08-26,0.09,1,0,0,
700208,Eco appartment-Metro d'Iberville,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55142,-73.5999,Entire home/apt,45,31,25,2015-09-02,0.29,3,0,1,
700477,L'Escale Waverly,3593341,Elise,,Le Plateau-Mont-Royal,45.52435,-73.59852,Entire home/apt,70,30,20,2019-11-20,0.21,1,0,0,
700828,Heritage flat by the mountain,3588890,Justyna,,Le Plateau-Mont-Royal,45.51885,-73.5858,Entire home/apt,220,3,33,2021-08-28,0.33,1,120,11,
707196,PENTHOUSE: Magnificent city view!,3634907,Marianne,,Le Plateau-Mont-Royal,45.53596,-73.58768,Entire home/apt,100,90,2,2015-06-01,0.02,1,365,0,
713332,"Grand appartement d'exception - Plateau, Montréal",1858387,Fabrice,,Le Plateau-Mont-Royal,45.53152,-73.57408,Entire home/apt,120,7,22,2018-08-05,0.23,1,19,0,
720581,"Home away from home, entire apt",1327466,Marie Gyby,,Saint-Laurent,45.52597,-73.68104,Entire home/apt,60,31,89,2019-05-30,1.00,2,124,0,
723077,Private room in a nice apt :),3734491,Éric,,Rosemont-La Petite-Patrie,45.53289,-73.60519,Private room,50,2,10,2019-10-05,0.13,1,300,0,
726334,"The Red Balcony, 2bdr, AC,  Outremont /Mile end",3758382,Melanie + Guy,,Outremont,45.51811,-73.59867,Entire home/apt,150,31,66,2019-07-31,0.62,1,292,6,
737549,Amazing location .milend 2 bdr,1544615,Remy,,Le Plateau-Mont-Royal,45.52514,-73.59685,Entire home/apt,80,30,9,2018-08-22,0.17,1,190,1,
737840,Best Location with Private Parking,294199,Tj,,Le Plateau-Mont-Royal,45.51771,-73.57325,Entire home/apt,168,365,11,2019-07-29,0.11,1,364,0,
738165,Loft Fantasia - on the Plateau,344531,Antoine,,Le Plateau-Mont-Royal,45.53546,-73.56782,Entire home/apt,85,3,3,2012-12-01,0.03,1,105,0,
738600,"Repos & Manna B & B, Executive #2",3850638,Tony,,Le Sud-Ouest,45.48874,-73.57553,Private room,190,5,0,,,4,365,0,
739882,Grand logement a aire ouverte,3870879,Karine & Alain,,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,40,17,2019-08-03,0.17,1,0,0,
743417,chambre a loué a montréal,3894572,Jp,,Mercier-Hochelaga-Maisonneuve,45.54974,-73.54547,Private room,380,1,0,,,1,0,0,
744424,Design Apartment in the Most Trendy aera.,3901487,France,,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire home/apt,100,30,149,2019-11-24,1.45,3,107,1,
744459,Magnificent Apartment in Miles End,3901487,France,,Le Plateau-Mont-Royal,45.5241,-73.59248,Entire home/apt,110,30,27,2021-09-25,0.30,3,110,4,
756784,"Get Festival-Ready at a Modern, Minimalist Loft",3984292,Yoann & Markus,,Ville-Marie,45.5202,-73.56335,Entire home/apt,128,31,53,2021-10-09,0.80,2,141,9,306072
759062,Walk to Museums from an Airy Loft Apartment in Old Montreal,1444940,Matthew,,Ville-Marie,45.50188,-73.5557,Entire home/apt,120,5,305,2021-08-17,5.47,1,85,10,
760558,room heart Plateau Mont Royal,715871,Stephanie,,Le Plateau-Mont-Royal,45.52186,-73.58207,Entire home/apt,105,12,42,2019-07-14,0.43,1,13,1,
764147,Appartement au coeur du Plateau,4028400,Rogèrio - Rosàrio,,Le Plateau-Mont-Royal,45.53776,-73.5741,Entire home/apt,119,2,198,2019-10-03,1.85,1,276,16,
767978,2 Bedrooms Rosemont close to Subway,4044343,Marie-Josée,,Rosemont-La Petite-Patrie,45.55299,-73.59536,Entire home/apt,50,50,10,2016-10-23,0.13,1,292,1,
781216,Beautiful Condo in old Montreal,4111978,Cecilia,,Ville-Marie,45.50342,-73.55668,Entire home/apt,58,90,29,2016-10-10,0.34,1,286,0,
794235,"Espace typique, sympa et chaleureux",772000,Elise,,Le Plateau-Mont-Royal,45.52891,-73.56403,Entire home/apt,90,7,25,2016-08-02,0.28,1,133,2,
799351,Loft 1800 p2 with two bedrooms,1503542,Noëmie,,Ville-Marie,45.53789,-73.55341,Entire home/apt,310,3,10,2021-08-22,0.11,1,0,5,
801787,"Sleep 4,FURNISHED 1 BR APT NEAR METRO,HEC,DOWNTOWN",966575,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49812,-73.63571,Entire home/apt,118,30,76,2020-01-01,0.71,7,287,2,
803886,"CUTE, COSY & INTIMATE, BALCONY, DOWNTOWN MONTREAL",3160669,Andrei,,Ville-Marie,45.49265,-73.5772,Entire home/apt,57,31,389,2019-07-26,3.90,2,341,0,
